STRUCTURE_NAME,ACTION,REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2013,1.2
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2012,0.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2011,0.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2010,1.3
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2009,0.9
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2008,0.8
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2007,1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2019,954.3
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2018,954.1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2007,1059.9
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2006,1103.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2005,1115.1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2004,1139.3
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2017,951.6
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2016,963.3
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2015,972.4
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2014,951.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2013,949.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2012,955.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2011,960.3
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2010,1010.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2009,1018.6
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2008,1061.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2003,1177.7
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2002,1196.7
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2001,1224.7
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2000,1235.4
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Male,Total,2020,1188.9
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2017,3.2
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2016,2.2
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2005,3.1
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2004,3.5
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2003,3.3
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2002,3.1
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2015,2.5
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2014,2.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2013,2.7
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2012,2.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2011,1.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2010,2.1
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2009,2.6
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2008,3.2
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2007,2.4
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2006,3.2
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2001,1.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2000,2.5
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2020,2.8
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2019,3.1
Causes of mortality,I,CRI,Costa Rica,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2018,2.2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2004,2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2003,1.1
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2002,2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2001,2.2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2000,1.6
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2020,0.9
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2019,1
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2018,0.7
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2017,1.1
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2016,0.9
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2014,1.3
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2013,1.6
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2012,1.3
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2010,1.1
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2009,1.4
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2008,2.2
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2007,1.8
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2006,1.7
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2005,2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2012,19.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2011,19.1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2010,20.6
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,403.7
Causes of mortality,I,LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,392
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2007,25.4
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2006,24.7
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2005,26.4
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2004,28.1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2003,27.7
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2002,28.4
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2001,29.1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2000,28.1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2020,17
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2019,19.4
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2018,18.6
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2017,18.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2016,20
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2015,19.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2014,19.5
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2013,20.3
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2015,47.2
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2014,45.7
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2003,47.5
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2002,47.1
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2001,46.5
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2000,46.2
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2013,44.9
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2012,44.4
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2011,44.9
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2010,42.9
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2009,43.5
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2008,44.5
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2007,45
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2006,45.3
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2005,47.3
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2004,46.5
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2020,60.4
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2019,52.1
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2018,50.3
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2017,49.1
Causes of mortality,I,USA,United States,Deaths per 100 000 inhabitants,Male,"Endocrine, nutritional and metabolic diseases",2016,47.4
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2016,10
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2015,10.3
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2004,10.9
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2003,10.9
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2002,10.3
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2001,10
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2014,9.4
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2013,9.9
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2012,9.4
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2011,10.2
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2010,9.9
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2009,11.4
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2008,13.1
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2007,15.8
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2006,15.3
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2005,12.7
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2020,7.4
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2019,8.6
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2018,9.6
Causes of mortality,I,GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Certain infectious and parasitic diseases,2017,9.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,214.7
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,226
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,235.5
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,247.1
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,241.9
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,250.9
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,221.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,225
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,231.6
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,232.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,233.4
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,235.8
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,246.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,219.2
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,236.9
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,239.4
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,194.9
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,203.5
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,194
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,201.1
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,234.3
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Diseases of the digestive system,2014,31.7
