STRUCTURE_NAME,REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,3.6
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,2.9
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,2.4
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,3.5
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2022,3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,3.1
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,4.5
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,4
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,3.9
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,3.5
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,3.3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,3.2
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,5.8
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,5.9
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,6.3
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,5.9
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,6.2
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,5.5
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,5
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,5.2
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,6.2
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,5.9
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,5.7
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,5.9
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,77.6
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,71.9
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,71.5
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,67.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,65.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,58.4
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,64.3
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,96.9
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,89.3
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,90.3
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,85.3
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,79
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,1
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.9
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,1.1
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.9
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.9
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.7
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.6
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.8
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.9
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.7
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1.1
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,2
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,2.2
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1.3
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.4
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.1
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,0.9
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.2
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.1
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,0.3
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,0.9
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,2.6
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,0.3
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2022,0.6
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.2
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.2
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,0.3
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,0.7
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1.1
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,0.3
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,26.6
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,19.6
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,19.9
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,20.6
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,21.1
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,18.8
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,22.4
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,22
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,22.8
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,22.5
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,23.2
Causes of mortality,POL,Poland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,29.9
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,288.9
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,278.9
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.1
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.1
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.1
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2022,9.8
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,9.6
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.1
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.1
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.1
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.1
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.2
Causes of mortality,FIN,Finland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.1
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,280.7
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,269
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,261.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,267.7
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,292.5
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,294.2
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,292.4
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,290.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,290.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,290.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,39.5
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,25.6
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,37.9
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,24.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,22.6
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,27.3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,37.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,32.8
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,33.9
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,33.7
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,36.8
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,40.1
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,54.1
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,54
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,53.4
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,52.9
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,57.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,57.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,59.6
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,60.6
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,57.6
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,57
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,54.8
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,54.5
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,0.7
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.9
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.2
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,0.9
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,1.1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,0.9
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,125.2
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,123.3
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,115.3
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,111.5
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,118.1
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,114.3
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,119.6
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,117.8
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,142.4
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,137.8
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,133.1
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,129.9
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,5.7
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,6.8
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,4.3
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,5.3
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,8
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,12.7
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,9.7
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.3
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.2
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.2
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.5
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.3
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.5
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.3
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.2
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,12.1
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,12.3
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,12.9
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,13.3
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,11
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,11.3
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,10.8
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,10.8
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,12
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,12.7
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,216.9
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,214.8
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,204.1
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,197.8
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,196
