REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,TIME_PERIOD,OBS_VALUE,TIME_RANGE
KOR,Korea,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2009,78.6,Data applies to previous five years inclusive
KOR,Korea,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2014,84.4,Data applies to previous five years inclusive
CHN,China (People’s Republic of),Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,30.2,Data applies to previous five years inclusive
CHN,China (People’s Republic of),Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,33.2,Data applies to previous five years inclusive
CHN,China (People’s Republic of),Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,35.9,Data applies to previous five years inclusive
LVA,Latvia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2004,81.8,Data applies to previous five years inclusive
LVA,Latvia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2009,80.5,Data applies to previous five years inclusive
LVA,Latvia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2014,84.1,Data applies to previous five years inclusive
SGP,Singapore,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,56.4,Data applies to previous five years inclusive
SGP,Singapore,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,60.2,Data applies to previous five years inclusive
SGP,Singapore,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,60.3,Data applies to previous five years inclusive
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2006,146.5,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2007,144.7,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2008,143.2,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,142.4,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,140.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,121.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,122.7,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,127.3,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,116.1,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,122.5,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,120.4,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,122.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,127.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,134.8,
GBR,United Kingdom,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,116.9,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,421.7,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,417.6,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,397.4,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,422.3,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,403,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,417,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,371.8,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,348.8,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,307.5,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,254.6,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,225.4,
SVK,Slovak Republic,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,155.3,
HRV,Croatia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,37.4,
HRV,Croatia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,34.6,
HRV,Croatia,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,18.7,
MLT,Malta,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,50.9,
MLT,Malta,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,49,
MLT,Malta,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,45.1,
MLT,Malta,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,63.1,
MLT,Malta,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,58.7,
MLT,Malta,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,58.1,
MLT,Malta,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,27.1,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2006,349.3,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2007,330.6,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2008,356.2,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,328.7,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,336.8,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,313,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,330.6,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,318.6,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,323,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,319.8,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,301.4,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,296.8,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,315.7,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,314,
GBR,United Kingdom,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,158,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,135.3,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,128.4,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,123.2,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,115.9,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,110.7,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,100.8,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,101.5,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,101.3,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,100.9,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,97.1,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,98.4,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,93.9,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,79.7,
CHE,Switzerland,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,63.4,Data applies to previous five years inclusive
CHE,Switzerland,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,69.4,Data applies to previous five years inclusive
CHE,Switzerland,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,71.4,Data applies to previous five years inclusive
USA,United States,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,435.8,
USA,United States,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,464.8,
USA,United States,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,501.1,
USA,United States,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,516.7,
USA,United States,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,499,
USA,United States,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,420.6,
HRV,Croatia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,67.4,
HRV,Croatia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,61.7,
HRV,Croatia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,31.8,
RUS,Russia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2004,71.3,Data applies to previous five years inclusive
RUS,Russia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2009,74.2,Data applies to previous five years inclusive
RUS,Russia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2014,76.9,Data applies to previous five years inclusive
ITA,Italy,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2001,235.1,
ITA,Italy,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2002,224.8,
ITA,Italy,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2003,221.8,
ITA,Italy,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2004,201.7,
ITA,Italy,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2005,201.7,
